timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2023-04-22 00:00:00,-116037240073,63000000000000000000,201108,201103,201103,201108,0,63000000000000000000,7934290892202954115
2023-04-22 00:01:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:02:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:03:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:04:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:05:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:06:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:07:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:08:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:09:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:10:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:11:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:12:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:13:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:14:00,1000000000,-539858542373966810,201108,201108,201108,201108,1000000000,0,7934290892202954115
2023-04-22 00:15:00,0,0,201108,201108,201108,201108,0,0,7934290892202954115
2023-04-22 00:16:00,61738871177,-33324143699910400688,201104,201104,201104,201104,61738871177,0,7934290892202954115
2023-04-22 00:17:00,0,0,201104,201104,201104,201104,0,0,7934290892202954115
2023-04-22 00:18:00,7171328701,-3870013178670378786,201104,201104,201104,201104,7171328701,0,7934290892202954115
2023-04-22 00:19:00,0,0,201104,201104,201104,201104,0,0,7934290892202954115
2023-04-22 00:20:00,0,0,201104,201104,201104,201104,0,0,7934290892202954115
2023-04-22 00:21:00,0,0,201104,201104,201104,201104,0,0,7934290892202954115
2023-04-22 00:22:00,4758883359,-2568045582748434260,201103,201103,201103,201103,4758883359,0,7934290892202954115
2023-04-22 00:23:00,25844230339,-13945125217702628565,201102,201102,201102,201102,25844230339,0,7934290892202954115
2023-04-22 00:24:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:25:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:26:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:27:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:28:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:29:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:30:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:31:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:32:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:33:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:34:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:35:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:36:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:37:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:38:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:39:00,48686091,-26268231959478293,201102,201102,201102,201102,48686091,0,7934290892202954115
2023-04-22 00:40:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:41:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:42:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:43:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:44:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:45:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:46:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
2023-04-22 00:47:00,0,0,201102,201102,201102,201102,0,0,7934290892202954115
